violation_code,violation_description,violation_key
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: FOUND AN INCOMPLETE PEST CONTROL LOG BOOK ON SITE - NO RECENT INSPECTION REPORTS (AT LEAST TWICE A YEAR PER CODE) FOUND ON-SITE AT TIME OF INSPECTION. INSTRUCTED TO HAVE A PEST CONTROL LOG BOOK ON S",9232
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED REAR EXIT DOOR NOT RODENT PROOF. INSTRUCTED TO PROVIDE AND MAINTAIN IN ORDER TO PREVENT PEST ENTRY. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED STORED SLICING EQUIPMENT",9233
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED BAG-IN-A-BOX SODA DISPENSING SYSTEM UNDERNEATH WASTE PIPE IN BASEMENT. INSTRUCTED TO CORRECT SO THAT BAG-IN-A-BOX UNIT IS NOT EXPOSED TO CONTAMINATION.  | 58. ALL",9234
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD ITEMS STORED ON FLOOR IN WALK-IN FREEZER. INSTRUCTED MANAGER TO ELEVATE ALL FOOD ITEMS SIX INCHES OFF FLOOR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED",9235
40,PERSONAL CLEANLINESS - Comments: FOOD HANDLER IN NEED OF HAIR RESTRAINTS WHILE IN PREP AREA. INSTRUCTED TO WEAR HAIR RESTRAINTS AT ALL TIMES.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: STORAGE SHELVES IN NEED OF CLEANING TO REMOVE ALL FO,9236
43,IN-USE UTENSILS: PROPERLY STORED - Comments: OBSERVED IN USE UTENSILS STORED WITH HANDLES IN CONTACT WITH FOOD ITEMS IN PREP COOLERS AS WELL AS TONGS STORED IN BETWEEN COOLERS ON THE PREP LINE. INSTRUCTED TO STORE ALL HANDLES SO AS NOT TO CONTACT FOO,9237
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.11(B, C, D, E) STORAGE SHELVES THROUGH OUT NOT CLEAN, DEBRIS. INSTD TO CLEAN AND MAINTAIN SAME. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIE",9238
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.11--OBSERVED RUSTS ON THE WIRE STORAGE RACKS INSIDE THE WALK-IN COOLER.INSTRUCTED TO REMOVE RUSTS AND REPAINT OR REPLACE THE SHELVES.",9239
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: INSTRUCTED TO REPAIR/REPLACE CUTTING BOARD WITH STAIN AND DEEP SEAMS IN PREP/COOKING AREA.",9240
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED TORN RUBBER GASKET INSIDE THE PREP SERVICE COOLER AT THE BREAKFAST SANDWICH PREP AREA. INSTRUCTED TO DETAIL REPAIR AND MAINTAIN AND/OR REPLACE. | 49.",9241
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED DARK STAINS ON CUTTING BOARDS AT PIZZA PREP STATIONS IN FRONT. MUST CLEAN AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INST",9242
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED PEELING PAINT ON CEILING IN BASEMENT AREA. INSTRUCTED MANAGER TO PAINT/SEAL SHELVING AND MAINTAIN.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Co",9243
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: PREP AREA COOLERS (ALONG COOKLINE)DOOR RUBBER GASKETS NOT TIGHT FITTED AT CORNERS. INSTRUCTED MANAGER PREP AREA COOLERS DOOR RUBBER GASKETS MUST BE TIGHT FI",9244
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  DETAIL CLEAN THE PREP TABLES, DEEP FRYER, STOVE, STEAM TABLE, FOOD STORAGE SHELVES, FOOD STORAGE CONTAINERS, PREP COOLERS, CHEST FREEZERS, RICE COOKERS ALL WITH FOOD DEBRIS. | 55. PHYSICAL FACILITIES",9245
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(C) OBSERVED MINOR FOOD AND DUST DEBRIS INSIDE OF THE FRYER. INSTRUCTED TO CLEAN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED CLUTTER AND ITEMS ON THE",9246
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN INTERIOR SURFACES AND VENT WITH EXCESSIVE DUST ACCUMULATION OF DISPLAY COOLER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO",9247
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED RESIDUE ON INTERIOR SURFACES OF ICE MACHINE. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED PEELING PAINT ON WALLS AND C",9248
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: SEE VIOLATION #60 | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAKY PIPE UNDERNEATH THE FRONT STEAM TABLE. MUST REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MA",9249
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURE AND INADEQUATE SUPPLIES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED TO PROVIDE AND MAINTAIN APPROPRIATE SUPPLIES. PRIORITY FOUNDATION. 7-38-00,9250
51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKS IN THE REAR AT THE TWO THREE COMPARTMENT SINKS FAUCET BASE THE ONE NEAR THE SMOKERS AND THE OTHER AT THE DISH WASHING STATIONS. INSTRUCTED TO REPAIR AND MAINTAIN.  | 55. PHYSICAL,9251
51,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LOW WATER PRESSURE AT HAND WASHING SINK INSIDE WASHROOM OF PRE-K ROOM 104. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:",9252
51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACK FLOW PREVENTION DEVICE ON THE REAR UTILITY SINK.  INSTRUCTED TO PROVIDE AND MAINTAIN.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED A BUILD,9253
53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: NO COVERED WASTE RECEPTACLE WAS PROVIDED IN THE WASHROOM ON THE RIGHT HAND SIDE.  MANAGEMENT INSTRUCTED TO PROVIDE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comment",9254
54,"GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: INSTRUCTED TO PROVIDE AND MAINTAIN A COMMERCIAL GARBAGE DUMPSTER COMPANY FOR THE FACILITY.PRIORITY FOUNDATION VIOLATION 7-38-020 (B),NO CITATION ISSUED. | 55. PHYSICAL FACILITIES I",9255
54,"GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED DEBRIS AROUND DUMPSTER. INSTRUCTED TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DIRT AND DEBRIS ON FLOOR DRAINS IN B",9256
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  6-501.114 OBSERVED 2 COOLERS NOT IN PROPER WORKING ORDER. INSTRUCTED MANAGER TO REPAIR OR REMOVE COOLERS FROM PREMISES TO AVOID UNNECESSARY CLUTTER.",9257
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.11 OBSERVED DEBRIS AND SOIL BUILD-UP ON FLOORS AROUND SHELVING AND EQUIPMENT THROUGHOUT THE KITCHEN. INSTRUCTED MANAGER TO CLEAN. | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECT",9258
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12 CLEAN THE FLOOR OF THE FOOD PREP AREA.",9259
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DIRT AND DEBRIS ON FLOOR DRAINS THROUGHOUT REAR FOOD PREPARATION AREA AND REAR DISHWASHING AREA. MUST CLEAN AND MAINTAIN.",9260
57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: ALL FOOD HANDLERS IN NEED OF FOOD HANDLER CERTIFICATES. INSTRUCTED TO OBTAIN AND MAINTAIN,9261
57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO VALID FOOD HANDLER TRAINING FOR EMPLOYEES. INSTRUCTED MANAGER TO PROVIDE.,9262
58,ALLERGEN TRAINING AS REQUIRED - Comments:  FOUND SANITATION MANAGER WITH NO ALLERGEN TRAINING CERTIFICATE.MUST PROVIDE.,9263
DAL_044720,Violation Description - 1,9264
DAL_051753,Violation Description - 1,9265
DAL_061630,Violation Description - 1,9266
DAL_062386,Violation Description - 1,9267
DAL_077610,Violation Description - 1,9268
DAL_083011,Violation Description - 1,9269
DAL_094873,Violation Description - 1,9270
DAL_105665,Violation Description - 1,9271
DAL_118096,Violation Description - 1,9272
DAL_123388,Violation Description - 1,9273
DAL_126105,Violation Description - 1,9274
DAL_127310,Violation Description - 1,9275
DAL_128773,Violation Description - 1,9276
DAL_148610,Violation Description - 1,9277
DAL_151123,Violation Description - 1,9278
DAL_158519,Violation Description - 1,9279
DAL_159674,Violation Description - 1,9280
DAL_165154,Violation Description - 1,9281
DAL_166171,Violation Description - 1,9282
DAL_171508,Violation Description - 1,9283
DAL_172872,Violation Description - 1,9284
DAL_173661,Violation Description - 1,9285
DAL_182792,Violation Description - 1,9286
DAL_184408,Violation Description - 1,9287
DAL_186235,Violation Description - 1,9288
DAL_190900,Violation Description - 1,9289
DAL_195696,Violation Description - 1,9290
DAL_204225,Violation Description - 1,9291
DAL_215069,Violation Description - 1,9292
DAL_216032,Violation Description - 1,9293
DAL_218382,Violation Description - 1,9294
DAL_225814,Violation Description - 1,9295
DAL_230205,Violation Description - 1,9296
DAL_238593,Violation Description - 1,9297
DAL_245235,Violation Description - 1,9298
DAL_249562,Violation Description - 1,9299
DAL_251133,Violation Description - 1,9300
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: NO CITY OF CHICAGO CERTIFIED FOOD MANAGER ON SITE DURING INITIAL INSPECTION. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED. | 2. CITY OF CHICAGO FOOD SERVICE SANITAT",9301
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: No certified food service manager on site, no certificate posted while handling and serving TCS foods (soft serv",9302
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 5-202.12(A) OBSERVED THE REAR HAND WASHING SINK HOT WATER ONLY MAINTAINING 54F DURING THE BEGINNING OF THE INSPECTION. THE ENGINEER ADJUSTED THE HOT WATER TEMPERATURE, AND BY THE",9303
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: ALL HAND WASHING IN SINKS IN WASHROOMS FAUCETS MUST STAY ON FOR 15 SECONDS TO PROPERLY WASH HANDS. INSTRUCTED TO CORRECT AND MAINTAIN.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW,9304
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO HAND DRYING PROVISION AT HANDWASH SINKS IN 1ST FLOOR GIRLS AND 2ND FLOOR BOYS TOILET ROOM, AIR DRYERS ARE INOPERABLE. PAPER TOWELS WERE PROVIDED BY END OF INSPECTION. PRIORITY",9305
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO PAPERTOWELS AVAILABLE AT PREP AREA HANDWASHING SINK. HANDWASHING SINKS MUST ALWAYS BE STOCKED WITH SOAP AND PAPERTOWELS. PRIORITY FOUNDATION. 7-38-030(C). CITATION ISSUED. | 2,9306
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NOTED NO HAND WASH SIGNAGE AT THE HAND WASHING SINKS. INSTRUCTED TO HAVE HAND WASHING SIGNS AT ALL HAND WASHING SINKS. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: N",9307
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NOTED NO HANDWASH SIGNAGE IN EMPLOYEE WASHROOM AND AT REAR HANDWASH SINK. INSTRUCTED TO PROVIDE AND MAINTAIN.,9308
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HAND WASHING SINKS THROUGHOUT THE KITCHEN PREPARATION AREA NOT ACCESSIBLE AND BLOCKED, STORING POWER TOOLS, AND PLATES INSIDE THE HAND SINKS AND TRASH CANS WERE BLOCKING",9309
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HOT WATER ABOVE MAXIMUM OF 120F AT HAND WASHING SINKS IN WOMEN LUNCHROOM STAFF WASHROOM (129.3F), MEN FACULTY WASHROOM NEAR LUNCHROOM (132.2F), SECOND FLOOR WOMEN STAFF",9310
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGN AT HAND WASHING SINK IN REAR PREP/DISH WASHING AREA. INSTRUCTED MANAGER TO PROVIDE. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE &",9311
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGNS OR POSTERS NEAR HAND WASHING SINKS IN FOOD PREPARATION AREA AND FRONT BAR AREA. MUST PROVIDE AND MAINTAIN. | 37. FOOD PROPERLY LABELED; ORIGINAL CO,9312
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO PAPER TOWELS AT EXPOSED HAND WASHING SINK IN COFFEE PREP AREA AND IN BOTH WOMEN AND MEN EMPLOYEES WASHROOM HANDWASHING SINKS. INSTRUCTED TO MAINTAIN PAPER TOWELS AT A,9313
14,"REQUIRED RECORDS AVAILABLE: SHELLSTOCK TAGS, PARASITE DESTRUCTION - Comments: NO DOCUMENTATION ON-SITE FOR PARASITE DESTRUCTION FOR RAW FISH FOR CONSUMPTION BY FREEZING FROM FISH PURVEYOR OR TEMPERATURE LOGS/DOCUMENTATION OF FREEZING RAW FISH FOR CON",9314
16,"FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: ALL SHELVES, TABLE TOPS, COUNTER TOPS AND STORAGE SURFACES IN NEED OF DETAIL CLEANING TO REMOVE ALL DEBRIS AND BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN AT ALL TIMES. | 55. PHYSICAL FACILITIES I",9315
16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: DETAIL CLEAN AND SANITIZE THE INTERIOR FOOD CONTACT SURFACES OF THE ICE MACHINE.  REMOVE THE RUST FROM THE PLASTIC SHIELD PLATE AND NAILS USED TO HOLD THE PLATE IN PLACE.  PRIORITY FOUNDATION VIO,9316
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED FOOD MANAGERS CERTIFICATE POSTED. THE PREMISES SERVES TCS FOODS: RICE, FISH, PORK, ETC. INSTRUCTED THE PERSON IN CHARGE TO PROVIDE AND MAINTAIN POST CERTIFICATES VIS",9317
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CITY OF CHICAGO CERTFIED FOOD MANAGER PRESENT WHILE TCS FOODS (PIZZA AT 153.3F) ARE BEING PREPARED OR SERVED.  MANAGEMENT INSTRUCTED THAT A CERTIFIED FOOD MANAGER MUST BE PRES,9318
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CITY OF CHICAGO FOOD SANITATION MANAGER ON SITE WHILE TCS FOODS (EGGS, COFFEE/ESPRESSO DRINKS WITH MILK) BEING PREPPED. INSTRUCTED MUST HAVE A CITY OF CHICAGO FOOD SANITATION",9319
21,PROPER HOT HOLDING TEMPERATURES - Comments: 3-501.16(A:1) OBSERVED TCS FOODS AT INADEQUATE HOT HOLDING TEMPERATURES LOCATED IN THE FOOD PREP AREA. OBSERVED ABOUT 20 LBS OF COOKED CHICHARONES WITH MEAT ON IT AT 67.6F. INSTRUCTED TO DISCARD AND DENATUR,9320
25,"CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: NOTED ESTABLISHMENT SERVING UNDERCOOKED FOOD ITEMS (EGGS) WITH NO CONSUMER ADVISORY, DISCLOSURE OR REMINDERS TO THE CUSTOMERS. INSTRUCTED TO HAVE A CONSUMER ADVISORY ON THE MENU WITH A D",9321
25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONSUMER ADVISORY DISCLOSURE ON THE MENU TO IDENTIFY WHICH FOODS CAN BE ORDERED RAW OR UNDERCOOKED.  MANAGEMENT INSTRUCTED TO DISCLOSE OR DESCRIBE WHICH FOODS CAN BE ORDERED,9322
3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED ONE FEMALE EMPLOYEE HANDLING TAMALES HUSK IN HER HAND AND SPREADING MASA AND FILLING WITH CHICKEN AND RED ROJAS AND WRAPPING WITH SEVERA",9323
36,"THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETER IN COOLING UNITS ON SALES FLOOR WHERE TCS FOODS (MILK, EGGS) ARE STORED. INSTRUCTED PERSON IN CHARGE TO OBTAIN AND PLACE THERMOMETERS IN COOLERS AND MAINTAIN.  | 37. FOOD PROPERLY L",9324
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-602.11(A; B:1-4,6,7; C; D): OBSERVED UNLABELED SELF SERVICE PREPACKAGED BREAD AND SUGAR COOKIES FOR SALE ON DISPLAY UNIT IN RETAIL AREA. INSTRUCTED TO LABEL ITEMS WITH FOOD NAME, INGREDIENTS AND",9325
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: INSTRUCTED LABEL FOOD STORAGE CONTAINERS IDENTIFIED WITH COMMON NAME (RICE, VINEGAR ETC) | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: INSTRUCTED TO REPAIR (COLD) LEAKY FAUCET HAND",9326
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 1/4 INCH GAP AT FRONT EXIT DOOR OF PRIVATE DINING SIDE. MUST RODENT PROOF SAID DOOR. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED ONE FOOD HANDLER WITHOUT HAIR RESTRAINT. INSTRUCTED ALL",9327
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 1/4 INCH GAP AT REAR EXIT DOOR SWEEP. MUST RODENT PROOF SAID DOOR. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ICE BUILD UP ON PIZZA TOPPINGS COOLER CONDENSER (LOWER SID",9328
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROX. 30 LIVE SMALL FLYING INSECTS ON THE WALLS AND CEILING OF THE FOOD PREP AREA, DINING AREA BETWEEN THE 2 FOUNTAIN POP DISPENSERS AND IN THE WASHROOMS.  ADDITIONAL PEST CONTROL SERVICE",9329
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROXIMATELY 25 LIVE SMALL FLIES INSIDE THE FACILITY. FOUND 15 ON EQUIPMENT AND SINKS IN THE 1ST FLOOR VENUE BAR, 5 ON EQUIPMENT AND SINKS IN THE MAIN RESTAURANT BAR, AND 5 ON THE WALLS IN",9330
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED OVER 20 MICE DROPPINGS IN LIQUOR STORAGE CLOSET IN REAR. ALSO OBSERVED MICE DROPPINGS BY TO GO CONTAINERS ON SHELVES IN REAR. OBSERVED ONE LIVE HOUSE FLY ON CUTTING BOARD IN PREP AREA. MUST",9331
"(41.79511921013982, -87.58555525977029)",90,9332
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: 3-307.11 OBSERVED NO SPLASH GUARD BETWEEN EXPOSED HAND SINK AND PREP TABLE IN FRONT PREP AREA. INSTRUCTED THE PERSON IN CHARGE TO INSTALL A WASHABLE SPLASHGUARD AND MAINTA",9333
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD CONTAINERS STORED ON THE FLOOR IN THE WALK-IN COOLER AND WALK-IN FREEZER. INSTRUCTED MANAGER TO PROPERLY STORE AND PROTECT FOOD ITEMS FROM CONTAMINATION WHIL",9334
41,WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED WIPING CLOTHS STORED ON TOP OF PREP COOKERS AND COOKING EQUIPMENT. MUST PROPERLY STORED WIPING CLOTHS IN A SANITIZING SOLUTION WHEN NOT IN USE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVIC,9335
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.11  OBSERVED FROZEN MEATS STORED IN PLASTIC GROCERY BAGS IN THE FREEZER. MANAGEMENT INSTRUCTED TO USE ONLY FOOD GRADE STORAGE BAGS OR CONTAINERS. | 56",9336
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.12 CUTTING BOARDS WITH OPEN SEAMS AND DARK STAINS. MUST REFINISH OR REPLACE DAMAGED OR STAINED CUTTING BOARDS. | 55. PHYSICAL FACILITIES INSTALLED, MA",9337
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: INSTRUCTED TO REMOVE RUSTS ON TRIMS OF CEILING TILES ABOVE THE DISHWASHING MACHINE AND MAINTAIN TO SMOOTH AND EASILY CLEANABLE SURFACES. | 55. PHYSICAL FACI",9338
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CARD BOARD BEING USED AS A LINING ON FLOOR AREAS THROUGHOUT THE FACILITY. INSTRUCTED TO REMOVE ALL AS A MEANS OF BEING ABLE TO CLEAN AND MAINTAIN A",9339
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  OBSERVED GREASE BUILDUP ON INTERIOR AND EXTERIOR SURFACES OF FRYERS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FOOD DEBRIS",9340
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CLEAN THE STAINLESS STEEL STORAGE SHELVES IN THE FOOD PREP AREA. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION FROM REPORT #2591397 ON 3/21/24 NOT CORRECTED:  58 - OBSERVE,9341
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: DETAIL CLEAN THE INTERIOR OF THE DEEP FRYER AND STORAGE CABINET FOR POTS AND PANS. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLE IN",9342
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE MINI REFRIGERATORS IN DISCOVERY C AND FANTASY CLASSROOM IN NEED OF CLEANING. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.,9343
50,"HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: 5-103.11(B) OBSERVED INADEQUATE HOT WATER AT THE 3 COMPARTMENT SINK, AT THE BEGINNING OF THE INSPECTION HOT WATER ONLY MAINTAINED 100F. INSTRUCTED TO ALWAYS MAINTAIN ADEQUATE HOT WATER (MIN 11",9344
51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: FOUND THE MIDDLE COMPARTMENT FAUCET OF THE 3 COMPARTMENT SINK LEAKING. INSTRUCTED TO REPAIR AND MAINTAIN.,9345
51,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: MUST REPAIR LEAKY DRAIN PIPE UNDER 3-COMP SINK, INSTRUCTED TO MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN DEBRIS FROM FLOOR IN WALK-IN FREEZER, INST",9346
51,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: No mop sink available for waste water disposal, instructed to install.",9347
51,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED HOT WATER FAUCET NOT MAINTAINED AT CHILDREN'S 4TH HAND SINK,ON THE( RIGHT) OUTSIDE WASHROOM. INSTRUCTED TO REPAIR | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBS",9348
51,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKY PIPE UNDER HANDWASHING SINK INSIDE WASHROOM. MUST REPAIR | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: ALL WASHROOMS USED BY FEMALES MUST HAVE A C",9349
51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACK FLOW PREVENTION DEVICE COULD BE LOCATED ON WATER INTAKE LINE OF ICE MACHINE AND COFFEE MACHINE. INSTALL EXTERNAL BACK FLOW PREVENTION DEVICES ON WATER INTAKE LINES OF ICE MACHIN,9350
